sentiment,text
0,i want to be creepy on omegle but ill just end up freaking myself out 
0,leaving for work early to stop by the hosp to see chris 
1,woodaledesigns possibly  just shows how memorable he was 
1,vitaminkjd k theyre playing  every song except hurricane streets from what ive heard so just let me know what song 
0,im so dissapointed with britains got talent i really wanted aidan julian or shaun to win  diversity were amazing though
1,gabycolon  if you like to laughhave a good timefollow meits just that simple 
1,my ecig has just arrived in the mail  i purchased the janty stick from  i now have a carcinogen free tech cigarette 
0,great my itunes just froze 
1,publicityhound nice though i have tested extensively and the skinny cows really are way better than the ww ice cream sandwiches 
0,i really am sad at the fact that all the people that have met him alreadyget to meet him again 
1,new york here we come 
1,good morning 
0,azraeel aww  wish we had a bbq 
0,johnnylion who took down ur blogs i dont understand didnt you own that url 
0,hope this rain clears up soon my head feels like its in a vice even silence hurts 
0,elijahsipin hahah yeah i used to go like everyday no liebut not anymore 
1,shoot was a success even if the client was two hours late  south philly store front looks perfect looks like i might get it by june 
0,is missing you  
0,the bad thing about me catching some shuteye on the way to work im the one driving  narcolepsy has its downsides
1,johannamusic we never take any of this social networking business seriously 
1,kaedaq lol thanks i try 
1,facebook is downhere i am in twitter twitting  
0,its weird without curtneycarnag here to eat everything in my house at  in th emorning 
1,follow me for goodsex  just for girls of course  and just for fun est na hora de dormir
1,victorlucas hows the framerate on this quotoutsidequot game of which you speak 
0,is highly depressed because were not going to michigan this summer as planned im so tired of being stuck home with the kids 
1,vampirefaust be safe 
0,emyxoxo shit sounds hella crackin 
0,my fear of needles really gets in the way of my heroin addiction 
1,excited to see sara tonight 
0,powers out 
0,so sick of fill in the blank on the verge of throwin it all up 
0,i missed my friends birthday party i feel bad and douchey i havent seen her in over a year 
1,amadeusiom yup since sleepwell hotels bought it i told the md he should reopen the carosel bit as hed make a fortune 
1,logicgeek some people should dieinamethfire 
1,back from new hampshire actually really fun  i want these nail tips off nowwwww
1,this time last week i was at mcfly waiting for david to get his butt on stage  x
1,drphillips yay someone who likes winter too i hate heat 
1,says good night to everybody who loves me  
1,finally found calypso  guy working proceeded to attempt to coerce me into buying cigs then threw my receipt across the store bedtime
1,going to get another drink and then do some more revision might have a bbq later on 
0,jumped right into taking photos of coworkers this morning couldnt even finish breakfast first 
1,netzky yup i did vote twice already  im loving the icons of dogs too some are cute while others are err disturbing lol
1,bizarro bytes subscribers you have mail 
1,officialtok im  
1,lizzieth yeaah public ure pics gawd  yeep
1,will now sleep gnyt to everyone  
1,good morning disneylt  fun day ahead fingers crossed i find jack 
1,chifor cu placere 
0,really really really wishes she was back home in the fir tree having a drink and watching the hatton fight later 
1,going clothes shopping  with my aunt 
1,nareejo no not the polo my concert shirt the white one w manila says salamat po david at the back haha 
0,wesaybrittnie sorry i wasnt home  i hope youre having fun tholt
1,loveyplease we need a twit pic 
1,dwighthoward you are a great player and showed it this season you should be proud of what you and your team have accomplished this year 
1,wgsohee a must read be verified   good for you and safe for your fans looking out for you 
1,not try  make this more than what it isthanx twitterville  allowing me  vent other than that i am just a ball of fin sunshine 
1,fenniger already its not even midday if its any consolation were closer to the wknd than further away from it 
0,filmmakerjoe i hope u get there soon seems u really need it 
0,plip would love to try trillian astra but its a closed beta and they wont let me in 
0,sydlawrence i didnt understand that   try commands like buy  tag or sell  tag
1,so ill be on  a plain in  hrs i get to see my husband   
0,off to watch football in the rain   and it should be sunny
0,slickrick i think im addicted now 
0,the staple jabbed into my fingertip while i was removing it ah i see blood 
0,holy headacheeee  today was awesome up until nowww 
0,stormyrains i know all so stressful  oh amp dont leave your retainers on the table because they will get lost d like mine right now
1,rickbakas  pretty fantastic placestime flie a lot quicker as you get older lol 
1,angedoubleyou lilayy i think youre both beautifully made inside and out 
0,sick with a cold and it sucks 
0,marizzle i love you  im sorry  let me know if i can help your day any  id love to
0,quotstumbleupon has temporarily run out of sites relevant to you please sign up for more topicsquot 
1, trophies now 
0,oh no my throat is starting to hurt  and im coughing please just be the dust bunnies in this room
1,not too bad  they put me in the expert traveler security line  
1,withholding information am i shae yup  
1,bemeaningful hey yes i went here  hung out at home for the rest of the weekend lazy i know 
1,shaaqt thank you 
0,i have to study  joi am din nou examen 
1,hello all very grateful for new follows hope everyone is having a great morning already 
1,oops that was tea in the last update  and i was such a loser to post it as team this office shit is getting on my nerves 
1,hangover now over 
1,sheistheonly hey  lol
0,so stuffy gunna go get my toe fixed  scary
0,yamanenko re hunger  ha  i agree i was hungry too but eating at midnight makes digesting unfun   hope you enjoyed your bun
0,i just need some sleep 
0,confirmed it looks like someone in a platform shoe tore her knee up and wasnt able to walk on it this morning poor thing 
0,i might be moving 
0,danecook have a great show in cleveland tonight im sad i cannot go 
1,thatlass so its in your face herring im ever so excited about the cake and stuff  x
0,i want a film from lovefilm  too bad i sent them all back today  i wont get any till monday now 
1,polakbob diversity is key 
1,love being home early from school 
1,bellanb ahha pity u laa so hows the feeling to be back in school 
1,ancillatilia nou ja zwart blauw paars zwart 
0,duality boo must be frustrating esp if youre like me amp sew more in warm weather knit more otherwise  no room for it i take it
0,i wrote a poem in my sleep last night i wish i could remember the words 
0,good morning tweeties wow bummer about david carradine i used to watch kung fu all the time when i was a kid 
0,tonight was super fun but took a very very fast and bad downhill turn  at zoeys now
1,you know when your make late night calls to india team members for more pictures your struggling with your message  thanks angelac
0,i gave up on tumblr because the api isnt pointing to the private account 
0,quotnow back again studying for the algebra regentsquot 
1,russhutto this is for you   
1,everyone have a great sleep and an amazing day tomorrow knight all 
0,today is a very sad day i dont even know how to borrow books in a library fml 
1,arybak great result well done loved your song and performance hope youre not too tired after the party 
0,haha kinda dodgy dye job  damnnnn o well i guess i can just wear my hair up for a couple of weeks
0,leessh changed my mind 
1,crystalbabie do you need any extra on the guys side  cuz i got a few that might join in if needed 
